,sentence1,sentence2,scores
7806,This training is primarily focused on exploiting human factors encouraging citizens to use techniques of passive resistance and an underground to successfully,The person-borne IED (PBIED) device would have been initiated via a cell phone and could have caused significant damage to the station and injury to nearby personnel.,0.008984266
7807,"ACCORDING TO THOSE SAME BYSTANDERS, THE GRA WAS USING JASON [BURLESON] AS AN EXAMPLE OF WHAT HAPPENS TO ANY ""HOUSE"" THAT SUPPORTS THE PATON REGIME.",Coordination groups in ROP continue to pursue all methods to support the cause of the guerillas.,0.012406713
7808,"The primary markets in the Empire Province, UPA have been very unstable and are probably causing the added value loss to ROP owned stocks.",CHANCE OF PRECIPITATION IS 60%.,0.021343075
7809,The situation is significantly complicated by their neighbors to the west who are much interested in resolving the security issues surrounding the border.,The investigation continues bring these criminals to justice.,0.06098928
7810,"OFFICIALS SAY THERE WERE 118 PASSENGERS ON THE TRAIN, WITH NO OTHER INJURIES BEING REPORTED.","MOSTLY CLOUDY, WITH A LOW AROUND 62.",0.010756563
7811,NFI,"Multiple sectors of the unstable NPP economy are now suffering due to the combination of poor security, PRC measures, and frequently organized work stoppages.",0.08430183
7812,"THE MILITARY EQUIPMENT IS DESTINED FOR THE ROP 3RD CORPS, 73RD ARMOR DIVISION AT CHESTER, SPP.",THIS PROCESS MOST OFTEN CONTROLLED THE PEOPLE WITH BROKEN PROMISES AND FALSE HOPE AND IN SOME CASES BY HOSTILE MODES INFLICTING POLITICAL-MILITARY UNREST THAT LED TO DEATH AND DESTRUCTION TO A NATION AND ITS PEOPLE.,0.01127169
7813,These supporters of the minority reform movement did eventually gather on (W-085) and crowd estimates were even higher than anticipated and closer to three hundred thousand.,"In the Piedmont Territory, Atlantica Arabian Twelvers (the Ithna’ashariyya) Islamic Movement (AATIMO) continues to conduct violent attacks and is now being targeted by another dormant organization that has not been seen in the region for a long time.",0.010472277
7814,"HIS REPLACEMENT HAS BEEN NAMED AS ANTHONY WAYNE BEAVER, A VERY VOCAL SUPPORTER OF THE LPP LEADERSHIP.","In open forums, both Nicholas and Keel Christian have warned President Paton that his policies toward the population are too lenient and that the Conservative Party (CP) under Hale-Canteth, and other lawless organizations are still active.",0.031790935
7815,"The primary contentions of the “Minority and Agrarian Reform Movement” (MARM) involve equal rights, land ownership, and the ability to vote, and they are calling for fundamental structural changes in government of Pineland.","HALE-CANTETH ADDRESSED THE NATION IN A SHORT PRESS CONFERENCE FROM THE CAPITAL, W+084.",0.01511154
7816,"IT IS EXPECTED OVER THE NEXT 30-45 DAYS THIS ""PURGE"" OF ISC AND LOCAL GOVERNMENT LEADERSHIP WILL BE MORE AND MORE COMMONPLACE, AS THE PATON REGIME CONTINUES TO SOLIDIFY ITS POSITION IN ADVANCE OF THE ""PROMISED"" NATIONAL ELECTIONS.","UPI  - Wilmington, Coastal Territory NPP.",0.0121064065
7817,"THIS MAY DEMONSTRATE THE RESISTANCE FORCE IS NOW APPLYING A ""TROOP TO TASK"" METHODOLOGY PAIRING SKILL SETS TO MISSION TASKS.","DESPITE APPEARING TO BE STABLE, THE FAILURE TO PROVIDE ITS CITIZENS WITH ADEQUATE PROTECTION AGAINST AN EASILY PREVENTABLE DISEASE WOULD NOT BODE WELL FOR PATON AND THE LPP.",0.010061397
7818,Demonstrations in NPP are routinely associated with acts of violence and vandalism.,(U) OTHER (ROP): A number of anti-government protests have occurred near government infrastructure locations in the SPP.,0.3000603
7819,The situation in the NPP continues to deteriorate.,"While many in the military and intelligence communities in both the US and ROP have expressed little interest in another protracted war in the Middle East, the push for war remains strong.",0.05788457
7820,"FURTHER STUDY INTO THE EMERGING SOCIAL DYNAMICS IN FAYETTEVILLE, COUPLED WITH CONTINUED OBSERVATIONS OF POLITICAL DEVELOPMENTS, SUCH AS THE RECENT GOODWILL CONFERENCE HOSTED BY THE FAYETTEVILLE MAYOR, WILL BE NECESSARY TO SHED FURTHER LIGHT ON THE NATURE OF THE GUERILLA THREAT IN FAYETTEVILLE AND ITS LONG-TERM PROSPECTS.","AATIMO and the GRA, are operating independently of each other to their own ideological benefits.",0.2275843
7821,The roadblocks and security checkpoints are increasing the daily commute for many.,A SLIGHT CHANCE OF SHOWERS AND THUNDERSTORMS IN THE AFTERNOON.,0.0091813095
7822,"		(5)  0615 HRS, COLUMBIA, SOUTH PINELAND PROVINCE, REPUBLIC OF PINELAND (ROP) CAPITAL.",The MARM hosted numerous rallies and is preparing to step the tactics in efforts to drive the ROP to the negotiating table.,0.1807428
7823,"KEEP YOUR EYES AND EARS OPEN, AND STAY ATUNED TO WHATS GOING ON AROUND YOU.","Because of the severity of these attacks, for the first time since its origin, Praylive temporarily shut down its 24/7 live, interactive Internet radio station based out of Haymount, NPP.",0.012573506
7824,"""The South Korean puppets and foolish politicians around the world should not expect any change,"" the North Korean National Defense Commission warned in a statement last week, labeling Lee's government a ""group of traitors.""",The multiple abductions point to a further destabilizing situation in the NPP.,0.08338844
7825,Known leaders of the World Trade Union (WTU) actively led most rallies and demonstrations.,"SUBMIT ALL FUTURE PROPOSED DZs, LZs AND RZs USING THE CORRCT FORMAT.",0.009609983
7826,THIS APPARENT CENTRALIZED AND SYNCHRONIZED EFFORT BY THE GORHAB IS A SIGNIFICANT CONCERN OF CJSOTF PLANNERS CONSIDERING COURSES OF ACTION WHILE PLANNING FOR THE POSSIBLE INTRODUCTION OF SUBSTANTIAL SOF AND/OR US GENERAL PURPOSE FORCES.,"Never will,” bus rider Kidie Lalone told WLOS ABC 13 Johnny Crome.",0.011485249
7827,All the projected IEDs in this event used a 107mm rocket and were very different than those used in the attacks on the FBP checkpoints.,"AT THAT SITE, THEY FOUND A DESTROYED 81MM MORTAR SYSTEM ALONG WITH THE DEAD THREE MAN CREW.",0.21961178
7828,The current Red Bloc leader is Michael Shinne.,"The ROP military forces have experienced serious security breaches with military equipment being shipped back from Afghanistan, CBC News has learned.",0.096151724
7829,"When the passive resister suffers the hand of the government, it demonstrates his integrity, commitment, and courage, while showing the injustice, cruelty, and tyranny of the government.","Additionally, the TILTF leadership suspects there may be a connection between these events and the crimes perpetrated at the townhouse on W-48.",0.109683774
7830,GENERAL ASSESSMENT.,"(SIGACT ROP-241-NR-W-034), Reported by Captain Burns, Base Operations, ROP Marine Air Station, New River Airfield, 1134 hours, Base hangars were attacked with 5 x 81mm mortar rounds, 0 x KIA, 2 x WIA.",0.012222747
7831,3) COASTAL.,"The clandestine logistics network includes an auxiliary that supports the movements, operations, and care of fighters conducting operations.",0.016230829
7832,"IT IS INTERESTING TO NOTE, THAT HE CHOSE TO CREATE THREE NEW DISTRICTS THAT COINCIDE EXACTLY WITH THE THREE DISTRICTS PATON CREATED TO CONSOLIDATE HIS POSITION IMMEDIATELY UPON HIS SUCCESSFUL SECESSION; HIS (CANTETH'S) PROMISE TO HOLD ELECTIONS WITHIN 180 DAYS OF THE OUSTER OF PATON, IS ALSO THE SAME BOAST MADE BY PATON WITHIN ONE WEEK OF PATON TAKING CONTROL OF THE PROVINCE.",THE EXPLOSION CAUSED HEAVY DAMAGE TO THE LIVING ROOM AND PRIVATE OFFICE OF THE AMBASSADOR’S QUARTERS.,0.03754572
7833,"Mainstream law enforcement agencies in NPP, although traditionally wary of government oversight, are starting to see the larger picture, and if this operation continues, it may be a signature event that defines the future relationship.",ENSURE THE REQUISITE AMOUNT OF EFFORT IS PUT INTO YOUR GROUND ALTERNATE PLAN IN THE EVENT THE COMMANDER DOES NOT WANT TO ROLL INSERTION 24 IN THE EVENT OF WEATHER AND DIRECTS YOU TO EXECUTE YOUR GROUND OPTION.,0.011476757
7834,"A third, Tish Koonsee of Columbia, SPP, said she and her two friends were simply walking the sidewalk with their arms linked when police tackled them.","In the NPP, public discourse centers on the ROP government’s ineffectiveness and its disconnection from the public.",0.009366091
7835,"In a possible breakthrough, one individual was detained late on W-043 at a security roadblock four miles from the townhouse in the Coastal Territory with a biometric match to the crime scene.","IN THE INTERIM, THE APPOINTED GOVERNORS WOULD BEGIN EXECUTING THE DUTIES OF THE OFFICE FROM THE SOUTHERN PROVINCE IMMEDIATELY TO ASSIST THE CANTETH GOVERNMENT AND THE WORLD COMMUNITY (REFERRING TO THE COALITION) IN PREPARING FOR THE STORM TO BE RELEASED UPON THE PRP, IN THE WORDS OF THE PRESIDENT, ""SOON.""",0.009200328
7836,"The white flags with a paw likely symbolize the guerillas’ control over the area, as well as to remind locals that the guerillas will there long after the UPA has left the former NPP.","Their primary color is blue, but members can sport many others and flash the Mayan Symbol for 17.",0.17545961
7837,"defending against PRP encroachment, or whether some other factors also are at play.","In the Mountain Territory, multiple abductions occurred.",0.008837392
7838,These amateur radio operators are filling a void created by the strict communication measures being affected by increasing population resource control (PRC) measures.,The National Security Council Interagency Policy Committee Pineland (NSCIPC-P) issued a policy finding (W+070).,0.008997084
7839,"For violent groups operating in the Piedmont, the appointment of Governor Paton could potentially be interpreted as an endorsement of the minority movement.",ROP government still fails to see the need for dialogue to defuse the situation between the protesters who are now accompanied by more militant members at all rallies.,0.19119452
7840,THE MAJORITY OF THE GROUP KILLED RANGED FROM 15 TO 18 YEARS OF AGE WITH FOUR OF THEM FEMALES.,"We fed them.""",0.025298957
7841,"""WE'VE JUST GOT TO GET SOMEONE JAMMED UP WHERE THEY'LL HAVE TO HELP THEM SELF.""",(Modified W-095) PIR 6.,0.010390511
7842,"CLOUDY WITH A CHANCE OF RAIN THIS MORNING, THEN PARTLY SUNNY WITH A SLIGHT CHANCE OF RAIN THIS AFTERNOON.","FAYETTEVILLE (COASTAL PROVINCE) PEOPLE'S REPUBLIC OF PINELAND, CAPITAL.",0.026414804
7843,"Over the years, with the loss of leadership, the group may have transitioned to more of a criminal entity since bases of support left and financial benefits from smuggling were more than sufficient to maintain operations as well as control over the region.","Ms. Vaccaro stated that the UPA has given enough, and it is time for the troops to come home.",0.009589831
7844,"Increased operations, combined with the recent captures of guerilla recruits attempting to cross into the on (W+074), may have led to the decreased activity noted from the rebels and may indicate a lull in guerilla activity.","The blockades are coordinated by the ROP government, but managed by the individual counties and law enforcement personnel.",0.22609663
7845,"AT THE SAME TIME, BOTH NICHOLAS AND KEEL CHRISTIAN WARNED PRESIDENT PATON THAT HIS POLICIES TOWARD THE POPULATION ARE TOO LENIENT AND THAT THE CONSERVATIVE PARTY (CP), AND OTHER LAWLESS ORGANIZATIONS ARE STILL ACTIVE.",(B) 19 0016 HOURS - CHECK POINT NORTH PINELAND WEST SOUTH INTERNATIONAL PROVINCES ROAD J BROWN ROAD ONE TENTH MILE EAST OF NORTH PINELAND AND THE ROA BORDER RECEIVED SIXTEEN EIGHTY-ONE MILLIMETER ROUNDS CAUSING SOME HEAVY STRUCTURAL DAMAGE AND CASUALTIES LISTED TWO KILLED AND SIX WOUNDED.,0.010527119
7846,The NPP BOI is investigating and believes the two Americans are members of the USAID team that is working in Brunswick and Pender Counties where the ROP is managing a small camp for refugees.,The PBIED was discovered prior to detonation and did not explode.,0.009329455
7847,"Hate groups will not take over!” The telephone lines, as well as the internet have been inundated with racial slurs, profanity, and threats during their broadcasts.","Analyst Note:  Both the United States and the UPA have special interests in the AATIMO, AWENASA, and the CUIA organizations due to their associations with known US State Department-designated foreign terrorist organizations.",0.012756425
7848,"""Slow strengthening is expected.""","(CNN) -- A group of eight countries met in the UPA to discuss a number of regional security issues, paramount among them the stabilization and future of Atlantica.",0.008718873
7849,(Added W+075) PIR 31.,GOOD WORK ON YOUR TST AND REPORTING OVER THE LAST 24 HOURS.,0.014080431
7850,"The announcement of the ROP trade embargo did come as a surprise to the PRP, but if a larger US embargo occurs, this may have a huge impact on the fragile economic situation in the PRP.",Undergrounds and auxiliaries support both these violent organizations.,0.0148977265
7851,The activities of the AATIMO and possibly of another group are causing enormous concerns for the ROP military deployed in the Fayetteville and Southern Pines Area and creating unease amid the population.,"Members of the GRA held loose associations with the PPP, but represented a more extreme and violent faction that actually opposed the centrist tone of the CU.",0.034804806
7852,"Monetary payments made to civilians harmed helps to convey sympathy, dignify losses, and tracks with the ROP principles of humanity and compassion.","""Now is our turn; don’t look back just forward.""",0.009681178
7853,THIS MAY EASE PRESSURE IN OTHER PROVINCES AS ASSETS ARE DRAWN AWAY.,SATURDAY.,0.009439632
7854,Michael K. Shinne (1978-Present) is one of the main organizers and has personally provided numerous hours of instruction to establish a “cadre” to incite acti ve and passive subversive activities within demonstrations.,STRONGER HIGH PRESSURE WILL BUILD IN FROM THE WEST TUESDAY AND SLIDE OFFSHORE LATER WEDNESDAY.,0.0847436
7855,"While clearing the compound of three abandoned houses, the point man detonated a victim-operated pressure anti-personnel IED in the second larger house, which triggered a violent explosion.","Although those attacks seem to differ from these well-coordinated and executed ones, they are still very deadly, said one official.",0.26447025
7856,"The $5,000 don reward is for information leading to the arrest and conviction of the person or persons responsible.","Most victims were Black, White, or Asian while the perpetrators were Latinos and Native Atlanticans.",0.20102917
7857,Others came with groups of friends or co-workers.,He accused the current ISC Commander of nefarious ties with select military officials in the UPA and members of the ADU.,0.010739052
7858,PILOT TEAM OPERATIONS CONTINUE AS A NOW EERIE CALM IS BEING FELT ACROSS THE AO.,ALL AVAILABLE ASSETS WILL BE APPLIED TO MONITORING FOR ACTIVITY INDICATING THAT ENEMY FORCES MAY BE AWARE OF THE PRESENCE OF US FORCES ON THE GROUND.,0.010765183
7859,A large group of uncommitted citizens remains.,12 MAR 13.,0.011876796
7860,The kinetic activity was predominant along most of the western checkpoints from the northwest Cherokee Tri-Border Region (TBR) to the southwest Nantahala TBR.,"Some larger gatherings have correspondingly caused work stoppages in the major cities, but it is assessed that as of this report the economy in ROP is not measurably affected.",0.009094392
7861,It appears that the political lines between the status quo group and the reformers group have been drawn.,"HE ASSURED THE NATION THAT PROGRESS WAS BEING MADE IN PREPARATIONS TO RE-UNITE THE DIVIDED NATION, BUT PATIENCE WAS NEEDED TO ENSURE IT WAS DONE WITH THE LEAST LOSS OF LIFE POSSIBLE.",0.0150303915
7862,"Regardless of this effort, which many see as too little too late, the North Pineland Province (NPP) continues downward into a more unstable condition.",A.,0.015103844
7863,A CJTF SPOKESMAN RELEASED THAT IT HAD ARRESTED A 3RD ID SOLDIER AND WAS CHARGING HER WITH MULTIPLE COUNTS OF ESPIONAGE.,"AP – Asheville, NPP.",0.009747549
7864,ABC - FAYETTEVILLE - THE GOD'S RIGHT ARMY (GRA) ORGANIZATION POSTED A VIDEO CLAIMING CREDIT FOR THE ATTACK ON THE UNITED NATIONS (UN) DELEGATION IN FAYETTEVILLE.,"ENSURE YOU MAINTAIN YOUR VIGILANCE, THE ISC IS A CAPABLE ADVERSARY, AND YOU ARE IN HIS SANDBOX.",0.012264082
7865,STANLY COUNTY.,"The report also described a “stunning” rise in the number of groups it identified as part of the so-called militia movements, whose ideologies include deep distrust of the ROP federal government.",0.16667174
7866,"Vehicle attacked with RPG and small arms, 1 x KIA, 1 x WIA.","Several individuals associated to the “Sand Hill Crips” gang were indicted in federal court today after a series of biometric matches were made with recovered evidence pertaining to the remote-controlled (RC) PBIED device that was found at the CATS station in Charlotte, NPP.",0.009767102
7867,President Canteth and the Conservative Party (CP) party leadership are taking the news seriously but have not yet taken any positive steps that are visible to the Minority and Agrarian Reform Movement (MARM) movement.,"At first, the US assisted the refugees through a series of non-government organizations with money and US companies in the ROP.",0.009112603
7868,NFI,"THE EFFORT TO ESTABLISH THE “FAYETTEVILLE EXCLUSION ZONE” (FEZ) MAY LEAD TO SHORT-TERM SECURITY GAINS, BUT IT IS UNLIKELY TO PROVIDE A SIGNIFICANT SENSE OF LONG-TERM SECURITY TO RESIDENTS",0.10772596
7869,Analyst Note: Report also stated that counterfeit identification for most of the detainees was also discovered along with the illegal immigrants in the stash houses.,THE SPOKESMAN SAID THAT THE SOLDIER WAS SELLING INFORMATION REGARDING CJTF FORCE DISPOSITIONS TO AN OFFICER SHE BELIEVED TO BE A FOREIGN INTELLIGENCE SERVICE AGENT FOR THE UPA.,0.010688976
7870,"The Governor even pointed out: “…when tourists are not safe , the situation is out of control.","On (W-103), the Presidential Decision Directive-65 (PDD-65) directs better synchronization between federal, county, and local law enforcement departments.",0.016878162
7871,"Bomb Disposal Squad making a sweep of the station.""",Even more suspect that the Governor may lose the support of the President and be recalled.,0.008839605
7872,"THE MARINES EMPLOYED A SECOND OBSERVATION HELICOPTER TO FOLLOW THE SECOND TRUCK, ALLOWING THE HIGHWAY PATROL CAR TO ASSIST THE SHERIFF DEPARTMENT'S INVESTIGATION OF AN AUTOMOBILE ACCIDENT ON PRP SR 1748, NEAR COUNCIL MILL POND.",(U) Appearance of a second terrorist group in the Piedmont is concerning since it can further destabilize the already fragile security situation.,0.009782033
7873,THE NEXT DAY OFFICERS HAD SEARCH WARRANTS FOR A NEARBY MOBILE HOME AND OUTHOUSE.,Each distinct movement has progressed from the centrist dialogue approach to a more extreme antagonistic tone.,0.009443192
7874,This week’s violent protests brought the totals up to 11.,NFI,0.013600926
7875,"The missions will provide cultural and security ties between UPA, Tehran and Caracas.","Those citizens that support the return of the PRP to the ROP are rapidly forming a cohesive resistance, both the PRP as well as in the ROP.",0.024360016
7876,Two police cruisers were also damaged.,"10 MAR 13, 2359R HOURS, FAYETTEVILLE (COASTAL PROVINCE), PRP.",0.011406444
7877,"Although those attacks seem to differ from these well-coordinated and executed ones, they are still very deadly, said one official.","At 5:00 p.m. Atlantic Standard Time (AST), the storm was centered less than 550 miles south of Cape Hatteras, NPP, drifting to the north northwest at 5 mph, though the speed was expected to decrease.",0.0085471375
7878,B.,"AT THE SAME TIME, THE DISRUPTION TO THE LIVES OF SO MANY CIVILIANS, IT IS UNLIKELY THE GORHAB WILL GARNER ANY NEW MEMBERS IN THE AREA AFTER THIS ATTACK.",0.024350908
7879,"""You can't scare all of us, and if you take away one of us, dozens will come in our place,"" liberal activist Jaji Tuplepo told the crowd.","			(A) 1413 HRS, A MILITARY VEHICLE AT THE ASP RAILROAD DEPOT, EXPLODED AT THE INTERSECTION OF MARION AVENUE, HOOD AND STUART STREETS, DESTROYING 3 ROP ARMY FREIGHT CARS.",0.009065471
7880,THERE THEY FOUND 359 SMALLER PLANTS IN THE OUTBUILDING.,The homes of his parents and in- laws also were searched.,0.09531415
7881,NFI,THE ATTACK ON THE US EMBASSY IN COLUMBIA IS THE FIRST MAJOR ATTACK ON A US DIPLOMATIC FACILITY OUTSIDE OF NPP SINCE THE ONSET OF THE PRE-COUP INSURGENCY IN NPP.,0.11460163
7882,"1st BN, 120th IN QRF responders also arrived onsite.","""WE'VE JUST GOT TO GET SOMEONE JAMMED UP WHERE THEY'LL HAVE TO HELP THEM SELF.""",0.010404563
7883,(A) COORDINATION GROUPS IN THE ROP CONTINUE TO PURSUE ALL METHODS AVAILABLE TO SUPPORT THE CAUSE OF THE GUERILLAS.,The theme of the anti-war protest was “N o ROP bloodshed for United States’ and Great Britain’s oil and political agendas.”,0.23315616
7884,"(SIGACT ROP-263-PS-W-034), Reported by 12th Precinct, Person Street, Fayetteville, 0259 hours, Attacked with automatic weapons and pipe bombs, suspected masked insurgents stormed facility with devastating results, 3 x KIA, 7 x WIA.","Tibb Halayre-Scott, the farming Cooperative area director that covers 58,000 workers in sixteen counties across NPP, says a memo from an executive threatened layoffs unless performance improves.",0.009072056
7885,USIDNE US Information Data Network Exchange,a.,0.010165914
7886,"THIS DEMONSTRATES THAT IF THE ATTACK WAS CONDUCTED BY A RESISTANCE ELEMENT, AND IT APPEARS TO HAVE BEEN, IT WAS DONE WITH NO COORDINATION WITH OTHER RESISTANCE ELEMENTS IN THE AREA.","MANY HAVE SOME DISTANCE TO TRAVEL SINCE SOME OF THE FORMER MEMBERS OF THE INSURGENCY DID NOT WANT TO GO BACK INTO THEIR OLD NEIGHBORHOODS, FOR FEARS OF HAVING TO ENFORCE THE LAW AGAINST FAMILY AND FRIENDS; A SMALL NUMBER DID VOLUNTEER TO REMAIN AND RETURN TO THEIR NEIGHBORHOODS IN ORDER TO HELP THEIR OLD COMMUNITIES.",0.11180229
7887,"At the same time, however, sensitive reporting continues to indicate that poor logistics and inadequate leadership beyond the tactical level guerilla forces exist in the area.","AFTER A BRIEF PERIOD OF INDIRECT FIRE (IDF) WITH BOTH 81MM MORTARS AND 107MM ROCKETS, RAIDERS ENTERED AND PLACED MULTIPLE SATCHEL CHARGES ON KEY INFRASTRUCTURE COMPONENTS AT THE RAIL YARD.",0.009989761
7888,B. PINELAND BUREAU OF INVESTIGATION (PBI) BELIEVE THIS WOMAN MAY HAVE BEEN THE WOMAN WHO BOUGHT RADIO EQUIPMENT IN MYRTLE BEACH AT RADIO SHACK AND THE TWO [WOMAN WITH BOY] ARE THE SAME TWO SEEN JUST BEFORE THE TERRORIST ATTACK IN A MYRTLE BEACH THEATER.,AUTHORITIES AND THE HOTEL MANAGEMENT CONTINUE TO ACCOUNT FOR ALL OCCUPANTS.,0.042834412
7889,"ON JULY 17TH, DEPUTIES SEARCHED A MOBILE HOME AND FOUND 250 MATURE MARIJUANA PLANTS WORTH ABOUT d700,000.","THIS SHOULD ALLOW FOR A SOLID ASSESSMENT DURING THIS PHASE OF OPERATIONS, BUT THE LACK OF PRESSURE ON THE ISC DURING THE SAME PERIOD IS A CONCERN.",0.009091646
7890,R A I D X 172 TF TF Estimate Strength W+083 67% Estimate Strength W+083 93.4% Estimate Strength W+083 88.5.1% Estimate Strength W +084 Classified Estimate Strength W +084 Classified 172 AARB (- ) W+084 0235hrs 97% VIA C-130 Camp Mackall From FT Getty Ocean Province UPA 313 M C 375 x x 311/ 375 FIGURE 1: Significant Activities (SIGACTS) (Blue) (W+084),"“I think they’re prepared but still a little nervous,” said Krang.",0.13919191
7891,This will further undermine the legitimacy of the ROP Government to protect its citizens.,"However, some security concerns exist, especially with the Wesui Umoja (WU) organization that is apparently targeting mass transit in the Charlotte Metro area.",0.01759697
7892,"“We are here to remember our fallen..., ” said one demonstrat or to TV6.","(SIGACT CJTF-30-175-ELI-W+082), Reported by CJTF-30, Fort Jackson, SPP, 1734 hours.",0.018656144
7893,"Over the past year, there have been some improvements under the tenure of ROP President Hale-Canteth, but their social and economic standing in SPP, and especially in NPP, has steadily declined.",A.,0.02630861
7894,Each IRAM is estimated to contain anywhere between 150 and 200 lbs of high explosives on a short fuse of approximately 30 seconds.,An empty large backpack was apparently used to carry the mortar projected IED.,0.21274431
7895,"So far, the international community has not responded to these ROP","THE 120TH GUERILLAS ARE OPERATING WITH SMALL INDEPENDENT MANEUVERING CELLS OF 3 TO 4 MEN TO A CELL, AND A THREE-MAN DIRECT FIRE MORTAR CELL (GUNNER, ASSISTANT GUNNER, AND AMMO BEARER).",0.0110655315
7896,AATIMO suspected.,"TACTICAL REPORT (TACREP) (UPDATE)/GHT-789 (EXERCISE CLASSIFIED SENSITIVE), ON (W+080), THE ROP ATTORNEY GENERAL RE-FILED CHARGES AGAINST NICHOLAS CHRISTIAN AND HIS BROTHER, KEEL, OF ESPIONAGE.",0.013332377
7897,I TRUST YOU'VE REHEARSED AND ARE WELL PREPARED FOR THE BRIEF BACK.,"(SIGACT ROP-213-CM-W-036), Reported by 2 nd Armor Division, Fort Jackson, SPP, post Operations Officer Major Gordon-Coruthers, 0545 hours, Post motor pool attacked with 12 x 81mm mortar rounds 0 x KIA, 3 x WIA.",0.009250193
7898,"All major PRP cities share the same problems as major US cities, such as muggings, assaults, theft, and credit card fraud.",CJ3,0.041307114
7899,CHANCE OF PRECIPITATION IS 30%.,WHERE IS THE PERSON WHO FOUND THE DOG TAGS?,0.009262402
7900,D. 15 MAR 12.,"Ms. Vaccaro stated that the UPA has given enough, and it is time for the troops to come home.",0.009381057
7901,"HE CLOSED BY MAKING A PLEDGE TO THE GOOD CITIZENS OF THE ILLEGALLY OCCUPIED NORTH, THAT EFFORTS ""ARE ALREADY UNDERWAY TO TAKE BACK THE PROVINCE,"" AND ASKED THE CITIZENS OF THE NORTH TO BE PATIENT, ADDING THIS WAS NOT SOMETHING TO RUSH INTO, THE COST OF FAILURE ""IS TOO HIGH.""","Governor Paton, known as “The great negotiator , ” succeeded with the “Peace Accords” in the Mountain Territory, but the situation in the Piedmont is more complex.",0.10398277
7902,Guerillas will likely scrounge the area for supplies and attempt to gather resources and funding reinforce their defensive line near Lumberton.,Both attacks employed improvised mortar-projected IEDs and 81 mm conventional mortars as their main assault weapons.,0.041685548
7903,"HE SAID THE TOTAL VALUE OF THE DRUGS CONFISCATED WAS WORTH ABOUT 500,000D.",Analyst Notes:  The recovered vehicle identification number (VIN) for the large vehicle-borne IED (LVBIED) was matched to a 1999 Dodge white panel van.,0.009297732
7904,THIS APPARENT CENTRALIZED AND SYNCHRONIZED EFFORT BY THE GORHAP IS A SIGNIFICANT CONCERN OF CJSOTF PLANNERS CONSIDERING COURSES OF ACTION WHILE PLANNING FOR THE INTRODUCTION OF CONVENTIONAL FORCES.,NFI,0.0223349
7905,Minor damage.,"POTUS also directed the finalization of the Chairman of the Joint Chiefs of Staffs (CJCS) plans, started on (W+003), to assist the defending its borders from further aggression by the UPA and rebelling militias in the former NPP.",0.011276776
7906,CALM WIND.,28 JAN 13.,0.0092698345
7907,A record number of public demonstration permits was received for the week of W-045.,(This is the first reported insurgent attack in the South Pineland Province).,0.009442781
7908,"Members of the GRA held loose associations with the PPP, but represented a more extreme and violent faction that actually opposed the centrist tone of the CU.",The MARM organizers and the OIEPHEG are now accusing each other of stalling progress.,0.019826729
7909,"The violence attributed to GRA has expanded beyond the police to ROP military targets, and in some cases, civilians who are primarily minorities.","		(20)  2347 HRS, COLUMBIA, SOUTH PINELAND PROVINCE, REPUBLIC OF PINELAND (ROP) CAPITAL.",0.07741182
7910,IT IS BELIEVED THE ISSUE IS RESOLVED AND THE INTSUMS SHOULD BE RELEASED AS SCHEDULED AT 0800 DAILY FROM HERE ON.,"SIXTY-FOUR PARATROOPERS AND CREW FROM HQ, 1/213TH ARMOR, 172ND AIRBORNE ARMOR BRIGADE (AARB) WERE KILLED.",0.00922367
7911,UNCLAS//REL ROP.,PRP People's Republic of Pineland ggg.,0.010411468
7912,"THE PRESIDENTS ASSISTANT CHIEF OF STAFF, MR. JOHN BYRD HELD A BRIEF PRESS CONFERENCE AFTER THE MEETINGS CONCLUDED.",D. 12 OCT 12.,0.06093742
7913,Perceptions that the “North Province” is making much out of nothing permeate numerous talk radio shows in the SPP.,AWENASA also has a national organization with many foreign contacts that facilitate a full range of legal and illegal activities.,0.010249148
7914,"TONIGHT: A CHANCE OF SHOWERS AND THUNDERSTORMS BEFORE 2AM, THEN A SLIGHT CHANCE OF SHOWERS.",Some commercial ventures from European investors have moved to the United Provinces of Atlantica (UPA) where the security situation is friendlier to business.,0.009313976
7915,(B) Insurgents attacked the FBP checkpoints in the late evening hours along the northwestern border of the NPP and the ROA.,"Although ROP security forces are trying to cope with the reality of the situation on the ground, they seem to be in a very reactive mode.",0.2581901
7916,"(SOCNORTH PRI 1) (UNCLAS//REL TO ROP) What is the strategy, intentions and end state of the Insurgents and other VEOs operating in ROP [to include attacking with chemical, biological, radiological, nuclear, and explosive (CBRNE)]?","THE ROP ATTORNEY GENERAL RE-FILED CHARGES AGAINST NICHOLAS CHRISTIAN AND HIS BROTHER, KEEL, OF ESPIONAGE.",0.10115642
7917,Two police cruisers were also damaged.,"THE U.S. CONTINUES TO BE PRESSURED BY THE ROP TO INITIATE DECISIVE ACTION, WHILE THE DoS/CJTF CONTINUE TO ASSURE THE ROP LEADERSHIP THAT ALTHOUGH MOVEMENTS HAVE BEEN INITIATED, THE TIME INVESTED IN GATHERING THE FACTS AND DEVELOPING THE COMPLETE CAMPAIGN PLAN NOW, WILL PAY DIVIDENDS IN ROP LIVES SAVED LATER.",0.1806894
